name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YLR056W	0.3333	0.0594	4398.2576	0.0010	0.0000	0
YIL082W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YIL092W	0.4000	0.1158	4666.7821	0.0010	0.0000	0
YHR074W	1.0000	0.4000	0.0000	0.0010	0.0000	1
YNR040W	0.5000	0.0157	4174.6676	0.0010	0.0000	0
YIL097W	0.6667	0.1544	276.6588	0.0010	0.0000	0
YIL098C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YIL103W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YKL191W	0.6667	0.4000	4383.0000	0.0010	0.0000	0
YNL326C	0.6667	0.2500	63.7313	0.0010	0.0000	0
YMR068W	0.3810	0.0324	3980.8507	4.0000	0.1065	0
YPL059W	0.4000	0.0769	4480.8021	0.0010	0.0000	0
YNL161W	0.6667	0.1905	436.3263	0.0010	0.0000	1
YIL108W	0.5000	0.0826	553.3897	0.0010	0.0000	0
YOR032C	0.6667	0.1000	672.5597	0.0010	0.0000	0
YIL111W	0.6667	0.0257	514.8605	0.0010	0.0000	0
YLL019C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YIL117C	0.6667	0.0170	244.4815	0.0010	0.0000	0
YHR087W	1.0000	0.2198	0.0000	0.0010	0.0000	0
YIL130W	0.6667	0.1451	417.4613	0.0010	0.0000	0
YLR322W	0.4000	0.0079	3784.2721	0.0010	0.0000	0
YIL134W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YIL139C	1.0000	0.1250	0.0000	0.0010	0.0000	0
YIL143C	0.6667	0.0145	1829.2571	0.0010	0.0000	1
YPL260W	1.0000	0.1341	0.0000	0.0010	0.0000	0
YIL153W	0.6667	0.1970	283.5074	0.0010	0.0000	0
YOL044W	0.4000	0.0731	551.5920	0.0010	0.0000	0
YIL154C	0.5000	0.0318	1342.8424	0.0010	0.0000	0
YIL158W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YIL163C	1.0000	0.1573	0.0000	0.0010	0.0000	0
YNR074C	0.5000	0.0165	2573.3443	0.0010	0.0000	0
YIL173W	1.0000	0.0835	0.0000	0.0010	0.0000	0
YMR057C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YOL101C	0.6667	0.0074	1072.4309	0.0010	0.0000	0
YOR105W	1.0000	0.1667	0.0000	0.0010	0.0000	0
YIR008C	0.4000	0.0199	7655.8090	5.0000	0.0597	1
YKL045W	1.0000	0.4000	0.0000	5.0000	0.0000	1
YNL036W	0.5000	0.0540	2330.1694	0.0010	0.0000	1
YOR011W	1.0000	0.0769	0.0000	0.0010	0.0000	0
YIR011C	0.6667	0.0166	3904.9742	0.0010	0.0000	1
YIR012W	0.6667	0.5000	4383.0000	3.0000	4930.8750	1
YIR022W	0.5000	0.1333	365.1666	6.0000	12.4644	1
YJR010C-A	0.5000	0.0064	5604.3400	3.0000	0.0001	0
YIR025W	0.5333	0.0081	2420.5667	9.0000	0.0040	0
YIR033W	0.6667	0.1110	1393.0891	0.0010	0.0000	0
YKL020C	0.6667	0.2182	26.3035	0.0010	0.0000	0
YIR037W	0.6667	0.0169	246.1800	0.0010	0.0000	0
YLL060C	1.0000	0.0978	0.0000	0.0010	0.0000	0
YIR040C	0.5000	0.0196	4934.6343	0.0010	0.0000	0
YJL006C	0.6667	0.0698	902.0650	6.0000	3.0776	0
YJL010C	1.0000	0.6667	0.0000	0.0010	0.0000	1
YJL011C	0.5000	0.2364	582.2399	4.0000	58.1533	1
YDR045C	0.6667	0.3516	290.1448	2.0000	23.6618	1
YNL151C	0.5000	0.2182	6445.4740	14.0000	20039.3299	1
YJL019W	0.3333	0.1676	5194.7317	0.0010	0.0000	1
YDL129W	0.6667	0.0968	910.7885	0.0010	0.0000	0
YOR081C	1.0000	0.1849	0.0000	0.0010	0.0000	0
YPR176C	1.0000	0.6667	0.0000	3.0000	0.0000	1
YJL048C	0.5000	0.0388	1431.7944	0.0010	0.0000	0
YJL057C	0.6667	0.0667	518.4539	0.0010	0.0000	0
YBL104C	0.6667	0.0870	224.3534	0.0010	0.0000	0
YBR076W	0.5000	0.0075	3812.0471	0.0010	0.0000	0
YGL147C	0.6667	0.0753	71.4483	0.0010	0.0000	0
YPL080C	1.0000	0.0952	0.0000	0.0010	0.0000	0
YJL063C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YHL024W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YJL143W	0.5000	0.2182	1401.1033	8.0000	812.8012	1
YNR029C	0.6667	0.2500	119.5609	0.0010	0.0000	0
YJL070C	0.2500	0.1524	17686.9883	0.0010	0.0000	0
YBL100C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YDR250C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YDR374C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YDR504C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YGL259W	0.6667	0.0442	8474.6817	0.0010	0.0000	0
YJL072C	0.6667	0.0198	743.2313	3.0000	0.0021	1
YJL075C	0.6667	0.0644	525.5444	0.0010	0.0000	0
YJL078C	0.5000	0.0167	4702.5865	0.0010	0.0000	0
YJL081C	1.0000	0.3778	0.0000	0.0010	0.0000	1
YKL108W	1.0000	0.3333	0.0000	2.0000	0.0000	1
YNL262W	0.6667	0.2364	138.2925	5.0000	35.9700	1
YJL091C	0.6667	0.0173	358.5216	0.0010	0.0000	1
YER087C-A	0.6667	0.0299	447.8027	0.0010	0.0000	0
YOL075C	0.5000	0.1429	4617.4271	0.0010	0.0000	0
YJL102W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YIR013C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YJL112W	1.0000	0.5714	0.0000	0.0010	0.0000	0
YAL019W	0.5000	0.0284	823.7383	0.0010	0.0000	0
YBR214W	1.0000	0.0944	0.0000	0.0010	0.0000	0
YIL042C	1.0000	0.0944	0.0000	0.0010	0.0000	0
YLR003C	0.6667	0.0262	1011.9624	0.0010	0.0000	0
YMR250W	1.0000	0.0944	0.0000	0.0010	0.0000	0
YNL032W	0.4000	0.0080	13201.6652	2.0000	0.0002	0
YNL163C	1.0000	0.0944	0.0000	0.0010	0.0000	1
YNL276C	1.0000	0.0944	0.0000	0.0010	0.0000	0
YNL062C	0.5000	0.0196	6070.8357	4.0000	0.0284	1
YJL131C	1.0000	0.1798	0.0000	0.0010	0.0000	0
YJL134W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YMR212C	0.6667	0.0536	1863.9930	0.0010	0.0000	1
YJL141C	0.6667	0.1429	1948.9890	0.0010	0.0000	0
YJL153C	0.6667	0.0778	111.0164	0.0010	0.0000	0
YJL156C	1.0000	0.6667	0.0000	0.0010	0.0000	1
YJL164C	1.0000	0.2545	0.0000	4.0000	0.0000	1
YPR014C	0.6667	0.0943	127.5418	0.0010	0.0000	0
YJR011C	0.5000	0.0449	457.6376	0.0010	0.0000	0
YOR380W	0.4000	0.0262	1308.5208	0.0010	0.0000	0
YJL184W	0.5000	0.1373	2979.5954	0.0010	0.0000	1
YCR098C	0.6667	0.0251	559.6868	0.0010	0.0000	0
YLR198C	0.6667	0.1524	347.5121	0.0010	0.0000	1
YJL200C	1.0000	0.2857	0.0000	0.0010	0.0000	0
YJL202C	1.0000	0.5000	0.0000	0.0010	0.0000	1
YKR090W	0.6667	0.0646	297.8210	0.0010	0.0000	0
YMR285C	1.0000	0.1544	0.0000	0.0010	0.0000	0
YOL136C	1.0000	0.1544	0.0000	0.0010	0.0000	0
YKL222C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YJL212C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YJR004C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YJR008W	1.0000	0.2667	0.0000	0.0010	0.0000	0
YJR009C	0.5000	0.0094	6534.7613	0.0010	0.0000	0
YML053C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YDR127W	1.0000	0.0835	0.0000	0.0010	0.0000	0
YDR135C	1.0000	0.0835	0.0000	0.0010	0.0000	0
YKR021W	0.5000	0.0732	1743.1325	0.0010	0.0000	0
YKR104W	0.6667	0.0766	740.1956	0.0010	0.0000	0
YLL015W	1.0000	0.0835	0.0000	0.0010	0.0000	0
YLR133W	0.6667	0.0811	4383.0000	0.0010	0.0000	0
YLR143W	0.6667	0.0766	4194.2178	0.0010	0.0000	0
YLR430W	0.6667	0.0571	898.8126	0.0010	0.0000	1
YNL050C	1.0000	0.0835	0.0000	0.0010	0.0000	0
YNL242W	1.0000	0.0835	0.0000	0.0010	0.0000	0
YNR050C	0.5000	0.0230	7171.6095	0.0010	0.0000	0
YOL031C	0.6667	0.0811	4383.0000	0.0010	0.0000	0
YOL140W	1.0000	0.0835	0.0000	0.0010	0.0000	0
YJR025C	0.6667	0.0280	1134.5472	0.0010	0.0000	0
YJR030C	0.6667	0.5000	3.0000	0.0010	0.0000	0
YGL042C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YJL158C	0.6667	0.4000	4.0000	0.0010	0.0000	0
YJR034W	0.6667	0.0604	269.3361	0.0010	0.0000	0
YJR037W	0.6667	0.0107	2358.3341	0.0010	0.0000	0
YJR055W	0.3333	0.0290	10473.8412	0.0010	0.0000	0
YJR057W	0.0874	0.0404	39076.6422	0.0010	0.0000	1
YDR458C	1.0000	0.0874	0.0000	0.0010	0.0000	0
YKL098W	0.6667	0.0777	1418.6303	0.0010	0.0000	0
YKL114C	0.6667	0.0541	210.1939	0.0010	0.0000	0
YNL241C	0.6667	0.0072	992.1501	0.0010	0.0000	1
YNL299W	0.4000	0.0244	2617.7055	0.0010	0.0000	0
YJR058C	0.6667	0.0075	1954.9054	0.0010	0.0000	0
YKL049C	0.6667	0.2603	8.3858	6.0000	5.5452	1
YNL232W	1.0000	0.1985	0.0000	0.0010	0.0000	1
YAL045C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YAR047C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YBR116C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YBR219C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YBR220C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YDR178W	1.0000	0.1053	0.0000	0.0010	0.0000	0
YDR196C	1.0000	0.1053	0.0000	0.0010	0.0000	1
YLR406C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YGL107C	1.0000	0.1648	0.0000	0.0010	0.0000	0
YMR269W	0.6667	0.0817	256.0244	0.0010	0.0000	0
YJR072C	0.5000	0.1818	4488.2000	0.0010	0.0000	1
YOR262W	1.0000	0.5000	0.0000	0.0010	0.0000	1
YJR074W	0.6667	0.1619	1493.9374	0.0010	0.0000	0
YOR185C	0.6667	0.2857	59.7930	0.0010	0.0000	0
YBR181C	1.0000	0.1147	0.0000	0.0010	0.0000	0
YJR084W	0.6667	0.0974	34.1492	0.0010	0.0000	0
YLR061W	1.0000	0.1147	0.0000	0.0010	0.0000	0
YLR295C	0.0168	0.0096	481837.6941	1.0000	0.0001	0
YPL172C	0.6667	0.0994	163.9504	0.0010	0.0000	0
YOR084W	1.0000	0.3788	0.0000	0.0010	0.0000	0
YBR120C	0.6667	0.0585	3385.3632	0.0010	0.0000	0
YDR066C	1.0000	0.1176	0.0000	0.0010	0.0000	0
YJR001W	1.0000	0.1176	0.0000	0.0010	0.0000	0
YPR096C	0.5000	0.0071	7574.8765	0.0010	0.0000	0
YAR061W	0.6667	0.3214	208.0826	0.0010	0.0000	0
YPR158W-B	1.0000	0.2889	0.0000	0.0010	0.0000	0
YAL012W	0.6667	0.0075	4383.0000	0.0010	0.0000	1
YAL066W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YAR002C-A	1.0000	0.0075	0.0000	0.0010	0.0000	0
YBL094C	0.6667	0.0057	5237.7143	0.0010	0.0000	0
YBR161W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YBR271W	0.6667	0.0076	910.4924	0.0010	0.0000	0
YBR293W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YCL005W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YCL045C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YCL050C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YCL074W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDL075W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDL125C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR008C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR010C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR031W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR134C	0.6667	0.0076	667.5455	0.0010	0.0000	0
YDR175C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR193W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR361C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YDR500C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YDR526C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YDR527W	0.5000	0.0074	3265.8818	0.0010	0.0000	1
YDR533C	0.5000	0.0059	4432.7489	0.0010	0.0000	0
YEL008W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YEL075C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YER058W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YGL069C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YGL119W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YGL204C	0.6667	0.0075	4383.0000	0.0010	0.0000	0
YGR042W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YHL033C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YHR049W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YHR079C-A	0.6667	0.0060	4660.0475	0.0010	0.0000	0
YHR211W	0.6667	0.0078	476.7411	0.0010	0.0000	0
YIL060W	0.6667	0.0079	3034.0882	0.0010	0.0000	0
YIL076W	0.4667	0.0063	17583.2749	0.0010	0.0000	0
YIL096C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YIL137C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YIL174W	0.6667	0.0064	3123.0315	0.0010	0.0000	0
YJL106W	0.6667	0.0065	3033.8483	0.0010	0.0000	0
YJL192C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YJR038C	0.6667	0.0076	865.6327	0.0010	0.0000	0
YJR119C	0.6667	0.0074	3960.5646	0.0010	0.0000	0
YJR123W	1.0000	0.0075	0.0000	0.0010	0.0000	1
YKL076C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YKL111C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YKL117W	0.6667	0.0075	1043.4923	0.0010	0.0000	0
YKL138C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YKL146W	0.6667	0.0079	3034.0882	0.0010	0.0000	0
YKL160W	0.5000	0.0077	2646.3760	0.0010	0.0000	0
YKL224C	0.6667	0.0074	6312.5025	0.0010	0.0000	0
YKR040C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YKR087C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLL030C	0.6667	0.0074	1227.8820	0.0010	0.0000	0
YLL042C	0.6667	0.0077	1196.6669	0.0010	0.0000	0
YLR037C	0.5000	0.0073	9541.2724	0.0010	0.0000	0
YLR059C	0.5000	0.0075	7674.8293	0.0010	0.0000	1
YLR066W	1.0000	0.0075	0.0000	0.0010	0.0000	1
YLR068W	0.6667	0.0074	6961.7704	0.0010	0.0000	0
YLR092W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR104W	0.6667	0.0067	3848.9256	0.0010	0.0000	0
YLR118C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR156W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR172C	0.5000	0.0075	1350.2098	0.0010	0.0000	0
YLR205C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR230W	1.0000	0.0075	0.0000	0.0010	0.0000	1
YLR236C	0.6667	0.0074	1793.7544	0.0010	0.0000	0
YLR248W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR333C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YLR379W	1.0000	0.0075	0.0000	0.0010	0.0000	1
YLR392C	0.6667	0.0075	657.6407	0.0010	0.0000	0
YLR397C	0.6667	0.0057	5237.7143	0.0010	0.0000	1
YML123C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YML126C	1.0000	0.0075	0.0000	0.0010	0.0000	1
YMR067C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YMR160W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YMR278W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YMR287C	0.6667	0.0075	1511.4441	3.0000	0.0001	0
YNL008C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YNL024C	0.6667	0.0079	711.8960	0.0010	0.0000	0
YNL109W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YNL144C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YNL176C	0.5000	0.0083	1327.5800	0.0010	0.0000	0
YNL230C	0.6667	0.0074	1437.7945	0.0010	0.0000	0
YNL285W	0.6667	0.0075	6122.3519	0.0010	0.0000	0
YNR037C	0.5000	0.0075	7580.2499	0.0010	0.0000	0
YOL072W	0.6667	0.0077	1128.4627	0.0010	0.0000	0
YOR033C	0.5000	0.0104	7207.9853	0.0010	0.0000	0
YOR379C	0.6667	0.0065	3033.8483	0.0010	0.0000	0
YPL052W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPL088W	0.5000	0.0058	8749.7268	0.0010	0.0000	0
YPL092W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPL159C	0.6667	0.0074	1437.7945	0.0010	0.0000	0
YPL219W	0.6667	0.0080	3098.8710	4.0000	0.0005	0
YPL270W	0.6667	0.0075	4383.0000	0.0010	0.0000	0
YPL271W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPR003C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPR047W	0.6667	0.0075	1155.6081	0.0010	0.0000	0
YPR114W	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPR130C	1.0000	0.0075	0.0000	0.0010	0.0000	0
YPR148C	0.6667	0.0075	725.0034	0.0010	0.0000	0
YJR099W	0.6667	0.0635	490.7161	0.0010	0.0000	0
YJR102C	0.4667	0.0163	2486.8619	2.0000	0.0006	0
YLR417W	0.6000	0.0912	436.7995	2.0000	0.1448	0
YPL002C	0.5000	0.0197	1650.0461	2.0000	0.0010	0
YDR133C	0.6667	0.0201	1046.7409	0.0010	0.0000	0
YLR369W	1.0000	0.3030	0.0000	0.0010	0.0000	0
YJR121W	0.6667	0.0279	149.3620	0.0010	0.0000	0
YJR125C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YOR111W	0.6667	0.2857	4383.0000	0.0010	0.0000	0
YJR130C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YEL059W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YJR136C	0.6667	0.0171	4383.0000	0.0010	0.0000	1
YKL033W	1.0000	0.6667	0.0000	0.0010	0.0000	1
YJR139C	1.0000	0.1538	0.0000	0.0010	0.0000	0
YKL001C	0.6667	0.0280	891.2959	0.0010	0.0000	0
YBR197C	0.5000	0.0206	2051.4894	0.0010	0.0000	0
YBR242W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YBR262C	1.0000	0.0523	0.0000	0.0010	0.0000	0
YCL049C	1.0000	0.0523	0.0000	0.0010	0.0000	0
YDR290W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YEL049W	0.6667	0.0488	130.1518	0.0010	0.0000	0
YEL057C	1.0000	0.0523	0.0000	0.0010	0.0000	0
YEL074W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YER121W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YER170W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YGL258W	1.0000	0.0523	0.0000	0.0010	0.0000	0
YKL005C	0.6667	0.1818	16.4570	0.0010	0.0000	0
YJR017C	0.6667	0.0207	1267.4170	0.0010	0.0000	1
YIL086C	1.0000	0.2750	0.0000	0.0010	0.0000	0
YMR298W	0.5000	0.0611	929.4385	0.0010	0.0000	1
YKL010C	0.6667	0.0609	213.3399	0.0010	0.0000	0
YPR122W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YKL017C	0.6667	0.1429	328.8537	0.0010	0.0000	0
YHR053C	1.0000	0.2222	0.0000	0.0010	0.0000	0
YKR062W	1.0000	0.5000	0.0000	4.0000	0.0000	1
YKL052C	0.5000	0.0267	1485.0037	6.0000	0.0818	1
YMR077C	0.5000	0.1810	599.3095	0.0010	0.0000	0
YLR285W	0.5000	0.2222	4441.6223	0.0010	0.0000	0
YOR142W-A	0.3333	0.0720	13928.1413	0.0010	0.0000	0
YNL122C	1.0000	0.2857	0.0000	0.0010	0.0000	0
YLR357W	0.6667	0.0794	935.8145	0.0010	0.0000	0
YML046W	1.0000	0.1126	0.0000	12.0000	0.0000	1
YHL048W	1.0000	0.2842	0.0000	0.0010	0.0000	0
YKL087C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YMR081C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YHR010W	1.0000	0.1786	0.0000	0.0010	0.0000	0
YML102W	0.5000	0.1551	1619.3095	4.0000	30.0146	0
YOL068C	0.6667	0.0802	244.0826	0.0010	0.0000	0
YOR182C	1.0000	0.1786	0.0000	0.0010	0.0000	0
YPR116W	1.0000	0.1786	0.0000	0.0010	0.0000	0
YLR389C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YGR192C	0.6667	0.0222	1313.8981	0.0010	0.0000	0
YKL152C	1.0000	0.3077	0.0000	0.0010	0.0000	1
YKR069W	0.6667	0.2562	464.9970	0.0010	0.0000	0
YOR247W	0.6667	0.2698	1540.6186	0.0010	0.0000	0
YBR027C	0.5000	0.0152	5208.7376	0.0010	0.0000	0
YBR169C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YCL033C	1.0000	0.1053	0.0000	0.0010	0.0000	0
YML106W	1.0000	0.1053	0.0000	0.0010	0.0000	0
YOL073C	0.6667	0.1000	4383.0000	0.0010	0.0000	0
YPL259C	0.6667	0.2444	112.0051	6.0000	57.5865	0
YOR323C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YMR165C	1.0000	0.2857	0.0000	0.0010	0.0000	0
YMR210W	1.0000	0.2857	0.0000	0.0010	0.0000	0
YMR243C	0.6667	0.2222	510.1412	0.0010	0.0000	0
YKL149C	1.0000	0.2857	0.0000	0.0010	0.0000	0
YKL156W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YKL161C	1.0000	0.3929	0.0000	0.0010	0.0000	0
YKL174C	0.5000	0.1818	11770.2927	0.0010	0.0000	0
YNL104C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YKL186C	1.0000	0.6667	0.0000	0.0010	0.0000	1
YPL147W	1.0000	0.6667	0.0000	1.0000	0.0000	0
YMR211W	0.5000	0.0533	844.2384	0.0010	0.0000	1
YOR332W	1.0000	0.0252	0.0000	4.0000	0.0000	0
YKL192C	0.5000	0.0592	4698.6670	0.0010	0.0000	1
YOL078W	1.0000	0.2167	0.0000	2.0000	0.0000	1
YKL210W	1.0000	0.5000	0.0000	0.0010	0.0000	1
YGR163W	1.0000	0.1970	0.0000	3.0000	0.0000	0
YKR019C	0.6667	0.0298	468.8414	0.0010	0.0000	0
YHR212C	0.6667	0.0167	315.9289	0.0010	0.0000	0
YNR038W	1.0000	0.5000	0.0000	0.0010	0.0000	1
YJL215C	0.6667	0.0604	531.0092	0.0010	0.0000	0
YJR019C	0.6667	0.0160	1959.5802	0.0010	0.0000	0
YLR081W	0.6667	0.1105	8764.0000	0.0010	0.0000	0
YOR190W	0.4000	0.0215	4705.5630	0.0010	0.0000	0
YKR035C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YKR043C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR238C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YKR044W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YHR159W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YKR065C	0.6667	0.4000	4383.0000	0.0010	0.0000	0
YLR036C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YKR080W	1.0000	0.1250	0.0000	0.0010	0.0000	0
YBR137W	0.2857	0.0111	6142.7963	0.0010	0.0000	0
YDR353W	0.5000	0.0139	2243.2297	0.0010	0.0000	1
YKR091W	0.6667	0.0283	809.9313	0.0010	0.0000	0
YNL309W	0.6667	0.1417	112.1607	6.0000	6.5054	0
YOR060C	0.4000	0.0154	4177.1175	0.0010	0.0000	1
YKR100C	0.6667	0.0213	796.5201	0.0010	0.0000	0
YML065W	1.0000	0.5000	0.0000	0.0010	0.0000	1
YOL143C	0.5000	0.0808	1961.2065	0.0010	0.0000	0
YLL016W	1.0000	0.1015	0.0000	0.0010	0.0000	0
YLL017W	0.6667	0.1526	107.2852	0.0010	0.0000	0
YNL293W	0.8333	0.0634	8.5845	0.0010	0.0000	0
YPR101W	0.6667	0.1176	1028.9012	7.0000	45.0714	1
YLL040C	1.0000	0.0313	0.0000	0.0010	0.0000	0
YLL047W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YMR069W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YLL052C	1.0000	0.2571	0.0000	0.0010	0.0000	0
YLL059C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YML011C	0.3333	0.0386	5552.9268	0.0010	0.0000	0
YLR008C	1.0000	0.3333	0.0000	0.0010	0.0000	1
YLR012C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YKL168C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YLR014C	0.3333	0.1429	9499.5159	0.0010	0.0000	0
YJL082W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YKL072W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YLR030W	0.5000	0.2667	3993.2299	0.0010	0.0000	0
YLR031W	0.6667	0.1634	27.1596	0.0010	0.0000	0
YCL001W	0.6667	0.0356	2.4197	0.0010	0.0000	0
YDL191W	0.5000	0.0378	295.6921	0.0010	0.0000	0
YDR153C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YEL051W	0.6667	0.0356	2.4197	0.0010	0.0000	0
YER120W	0.6667	0.0356	2.4197	0.0010	0.0000	0
YFL025C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YFR031C-A	0.6667	0.0356	2.4197	0.0010	0.0000	0
YKR094C	1.0000	0.0305	0.0000	0.0010	0.0000	0
YLL038C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YLR083C	0.4000	0.0154	6082.5189	0.0010	0.0000	0
YLR318W	0.8333	0.0380	2.4197	0.0010	0.0000	0
YLR361C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YMR010W	0.4000	0.0407	689.4545	0.0010	0.0000	0
YMR216C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YMR274C	0.8333	0.0226	2.4197	0.0010	0.0000	0
YNL069C	0.3333	0.0287	4886.8154	0.0010	0.0000	0
YNL169C	0.5000	0.0204	1606.0482	0.0010	0.0000	0
YOL017W	0.6667	0.0356	2.4197	0.0010	0.0000	0
YOR112W	0.4000	0.0167	5383.3766	1.0000	0.0002	0
YPL037C	0.6667	0.0356	2.4197	0.0010	0.0000	0
YPL195W	0.5000	0.0352	4385.4197	3.0000	0.0913	0
YPL196W	0.5000	0.0332	4138.3263	0.0010	0.0000	0
YPR079W	0.6667	0.0356	2.4197	0.0010	0.0000	0
YPR084W	0.3810	0.0191	10576.9586	0.0010	0.0000	0
