name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YDR465C	0.5000	0.0174	4733.3981	0.0010	0.0000	0
YBR263W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YML018C	0.6667	0.0075	4383.0000	0.0010	0.0000	0
YBR264C	0.6667	0.1551	156.5901	0.0010	0.0000	0
YOR370C	0.6667	0.2286	241.8088	0.0010	0.0000	1
YBR266C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YPR031W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR270C	0.1238	0.0203	34047.8649	0.0010	0.0000	0
YFL047W	0.6667	0.0075	1290.3008	0.0010	0.0000	0
YHR077C	0.6000	0.0464	1054.4989	6.0000	0.6319	0
YIL105C	0.3056	0.0418	10839.4593	2.0000	0.0811	0
YJL039C	0.3333	0.0185	4869.9883	2.0000	0.0015	1
YKR026C	0.1242	0.0209	42280.0768	5.0000	0.1249	0
YLR424W	0.1538	0.0444	17301.5856	4.0000	0.6592	1
YNL004W	0.5000	0.0532	1064.8879	0.0010	0.0000	0
YNL018C	0.5000	0.0925	1040.9249	0.0010	0.0000	0
YNL047C	0.2667	0.0170	8565.7667	2.0000	0.0015	0
YPL124W	0.1579	0.0105	47044.0435	2.0000	0.0007	1
YPL255W	0.1667	0.0218	8426.9596	0.0010	0.0000	1
YBR272C	0.6667	0.2424	102.3420	0.0010	0.0000	0
YEL034W	0.6667	0.1678	260.1369	0.0010	0.0000	1
YLR015W	0.2889	0.0293	6535.4141	3.0000	0.0378	0
YBR274W	0.2778	0.0196	15923.3406	0.0010	0.0000	0
YLR258W	0.4000	0.1123	1325.5522	0.0010	0.0000	0
YMR255W	0.2857	0.0823	4386.3191	3.0000	1.5499	0
YBR275C	1.0000	0.0256	0.0000	2.0000	0.0000	0
YLR453C	0.0265	0.0174	270388.1342	3.0000	0.0179	0
YNL216W	0.2444	0.0222	13687.2109	4.0000	0.0521	1
YBR276C	1.0000	0.1905	0.0000	0.0010	0.0000	0
YBR278W	0.2500	0.0101	21865.2073	2.0000	0.0004	0
YIL006W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YKL011C	0.4000	0.0855	8996.2652	0.0010	0.0000	0
YMR290C	0.4667	0.0552	8659.4832	0.0010	0.0000	1
YBR281C	0.5000	0.0561	970.9426	1.0000	0.0048	0
YNL191W	0.6667	0.2857	87.0956	1.0000	0.3869	0
YBR282W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YGR187C	0.5000	0.0056	8900.1684	0.0010	0.0000	0
YBR283C	0.6667	0.0813	73.6847	0.0010	0.0000	0
YLR311C	0.6667	0.0334	851.6842	0.0010	0.0000	1
YBR284W	0.5000	0.2963	4424.7178	0.0010	0.0000	0
YMR138W	0.5882	0.0229	19748.4935	16.0000	12.9781	0
YBR285W	0.6667	0.3333	317.6268	0.0010	0.0000	0
YPR156C	0.5000	0.2500	367.3638	0.0010	0.0000	0
YDR323C	0.6667	0.1169	79.6846	0.0010	0.0000	1
YDR495C	1.0000	0.1471	0.0000	0.0010	0.0000	0
YGL095C	0.5000	0.0744	504.2442	0.0010	0.0000	0
YGR261C	0.6667	0.0317	147.2687	3.0000	0.0027	0
YHR135C	0.4286	0.0437	1807.2230	2.0000	0.0226	0
YML097C	0.3333	0.0437	14173.7215	0.0010	0.0000	0
YNL084C	0.1810	0.0251	20757.6527	1.0000	0.0015	0
YNL154C	0.2424	0.0381	15394.1495	2.0000	0.0626	0
YNR006W	0.6667	0.0683	170.8276	1.0000	0.0025	0
YPR173C	0.4000	0.0561	5375.5962	3.0000	0.5760	0
YBR289W	0.5000	0.1063	1156.1022	10.0000	73.7705	0
YPL129W	0.5000	0.1237	362.7175	15.0000	143.2233	0
YBR290W	0.5000	0.0785	2888.9207	0.0010	0.0000	0
YDR123C	0.6667	0.2000	21.8754	1.0000	0.0233	1
YJR104C	0.3030	0.0461	8402.5109	0.0010	0.0000	0
YBR296C	0.5000	0.3333	8765.0000	0.0010	0.0000	0
YHR188C	0.5000	0.0587	14079.9269	0.0010	0.0000	1
YLR137W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YML089C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YCL004W	0.6667	0.2500	56.2278	0.0010	0.0000	1
YER026C	0.6667	0.0820	1614.8363	0.0010	0.0000	1
YCL009C	0.5000	0.0304	2843.2641	0.0010	0.0000	0
YER094C	0.6667	0.2500	96.0456	7.0000	85.7907	1
YCL014W	0.6667	0.3333	4383.0000	0.0010	0.0000	0
YIL104C	0.4000	0.1429	9614.8533	1.0000	1.6018	1
YJR092W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YCL016C	0.1768	0.0161	57381.4168	0.0010	0.0000	0
YAR002W	0.5778	0.0370	572.5888	0.0010	0.0000	0
YBR231C	0.3922	0.0105	33512.3919	0.0010	0.0000	0
YCL061C	0.3828	0.0245	14263.7115	2.0000	0.0158	0
YDL013W	0.2576	0.0123	25001.7397	2.0000	0.0012	1
YDR004W	0.5333	0.0396	4656.8201	10.0000	6.1327	0
YDR217C	0.4191	0.0337	4277.0996	0.0010	0.0000	0
YEL037C	0.2424	0.0814	25101.6139	9.0000	194.4546	0
YER007W	0.5435	0.0292	9997.8158	0.0010	0.0000	0
YER095W	0.3316	0.0248	25549.4227	12.0000	5.5586	0
YER164W	1.0000	0.1164	0.0000	0.0010	0.0000	0
YGL066W	0.6667	0.0674	587.7612	0.0010	0.0000	0
YGL086W	0.5443	0.0217	5092.5935	0.0010	0.0000	0
YGL163C	0.7143	0.0367	552.4354	3.0000	0.0193	0
YGR184C	0.6000	0.0948	3256.7911	1.0000	0.1575	0
YGR188C	0.5933	0.0249	5452.2668	8.0000	0.6328	0
YHL023C	1.0000	0.0789	0.0000	0.0010	0.0000	0
YHR031C	0.3420	0.0377	8307.5318	0.0010	0.0000	0
YJL030W	0.2738	0.0177	63432.4894	23.0000	20.8710	0
YJL092W	0.3066	0.0253	33120.7544	0.0010	0.0000	0
YJR145C	0.3214	0.0480	10519.0999	1.0000	0.0179	0
YLR123C	1.0000	0.1768	0.0000	0.0010	0.0000	0
YML094W	0.0940	0.0082	237988.5920	12.0000	0.1739	0
YMR048W	0.2184	0.0154	65465.2832	2.0000	0.0064	0
YMR179W	1.0000	0.1768	0.0000	0.0010	0.0000	1
YMR224C	0.2745	0.0257	14501.9650	8.0000	0.8887	0
YNL206C	0.5000	0.0857	1479.2480	0.0010	0.0000	0
YNL250W	0.1372	0.0198	50852.5531	4.0000	0.0693	0
YNL273W	0.3779	0.0217	11645.0326	2.0000	0.0078	0
YOR195W	0.4762	0.0275	7890.3143	5.0000	0.2683	0
YOR349W	0.5036	0.0220	2546.9867	0.0010	0.0000	0
YPL008W	0.4556	0.0233	10085.6598	0.0010	0.0000	0
YPL194W	0.3367	0.0217	20061.9488	3.0000	0.0406	0
YPL241C	0.5000	0.0280	5922.8779	21.0000	16.8588	0
YPR036W	0.6667	0.1105	25.9713	0.0010	0.0000	0
YPR135W	0.1257	0.0117	146092.8811	0.0010	0.0000	0
YCL017C	0.6667	0.2059	11.1179	0.0010	0.0000	1
YCL018W	0.6667	0.3333	13143.0000	0.0010	0.0000	0
YDR160W	0.6667	0.4000	8764.0000	0.0010	0.0000	1
YCL019W	0.5000	0.2444	2209.2001	0.0010	0.0000	0
YDR261W-A	0.6000	0.3214	4605.8890	0.0010	0.0000	0
YDR261W-B	0.8333	0.3214	222.8890	0.0010	0.0000	0
YHR189W	0.6667	0.0831	5440.4757	0.0010	0.0000	0
YOL030W	0.5000	0.2000	5074.1686	0.0010	0.0000	0
YCL020W	0.6667	0.0940	11889.0671	0.0010	0.0000	0
YCL022C	0.6667	0.1381	2246.2294	0.0010	0.0000	0
YBR038W	0.4000	0.1524	490.4408	0.0010	0.0000	1
YCL024W	1.0000	0.2182	0.0000	0.0010	0.0000	0
YKR048C	0.2182	0.0240	12383.7897	1.0000	0.0009	0
YCL025C	0.6667	0.0495	607.6037	0.0010	0.0000	0
YIR038C	0.0978	0.0171	47181.4235	0.0010	0.0000	0
YCL027W	0.0923	0.0169	69576.2389	0.0010	0.0000	0
YAL017W	1.0000	0.0923	0.0000	0.0010	0.0000	0
YAL031C	1.0000	0.0923	0.0000	0.0010	0.0000	0
YER032W	0.1538	0.0179	41252.2070	0.0010	0.0000	0
YER118C	0.1000	0.0247	58123.4050	0.0010	0.0000	0
YGR070W	0.6667	0.0958	74.4166	0.0010	0.0000	0
YIL159W	0.2727	0.0409	11544.3233	0.0010	0.0000	0
YKL105C	1.0000	0.0923	0.0000	0.0010	0.0000	0
YKR023W	1.0000	0.0923	0.0000	0.0010	0.0000	0
YKR101W	0.5000	0.0273	5387.9757	0.0010	0.0000	0
YMR232W	0.5000	0.0889	636.0877	0.0010	0.0000	0
YNL054W	0.6667	0.0847	371.3081	0.0010	0.0000	0
YNL058C	0.6667	0.0859	270.8867	0.0010	0.0000	0
YNL075W	0.6667	0.0813	570.5504	2.0000	0.1328	1
YPR008W	0.6667	0.0661	126.6462	0.0010	0.0000	0
YCL029C	0.2570	0.0144	54375.3595	46.0000	57.8216	0
YDR289C	0.5556	0.0273	1998.7524	0.0010	0.0000	0
YDR360W	0.9643	0.0421	5.8590	0.0010	0.0000	0
YEL061C	0.2184	0.0125	93362.9189	78.0000	235.0672	0
YER096W	0.4000	0.0262	2172.3187	0.0010	0.0000	0
YGL031C	0.5000	0.0820	72.8969	0.0010	0.0000	0
YGR078C	0.0880	0.0089	211993.1813	12.0000	0.2054	0
YML094C-A	0.4000	0.0473	1655.1283	0.0010	0.0000	0
YML124C	0.5783	0.0271	2264.6935	24.0000	9.7142	0
YMR055C	0.4033	0.0192	15638.2434	0.0010	0.0000	0
YNL106C	0.3571	0.0671	2369.8095	0.0010	0.0000	0
YOR026W	0.7712	0.0331	279.0808	9.0000	0.1887	0
YOR058C	0.4602	0.0253	6935.7832	24.0000	18.0369	0
YOR265W	0.6144	0.0147	14513.1718	15.0000	1.3881	0
YPL155C	0.5368	0.0268	4773.9423	16.0000	5.3768	0
YPL269W	0.4444	0.0331	6400.0953	0.0010	0.0000	0
YCL030C	1.0000	0.3205	0.0000	0.0010	0.0000	0
YCL031C	0.5000	0.1190	8765.0000	0.0010	0.0000	1
YOL082W	0.1345	0.0133	44814.0571	0.0010	0.0000	0
YCL032W	0.2545	0.0253	27720.7529	0.0010	0.0000	0
YDR309C	0.3000	0.0451	11774.5813	0.0010	0.0000	0
YHR061C	0.3297	0.0441	6871.0759	0.0010	0.0000	0
YMR117C	0.1008	0.0227	66595.8851	29.0000	43.6870	1
YPR076W	1.0000	0.2545	0.0000	0.0010	0.0000	0
YCL037C	0.2182	0.0213	11168.5544	0.0010	0.0000	0
YDR170C	0.6667	0.0969	93.1143	0.0010	0.0000	1
YCL038C	0.5000	0.0207	3768.9417	0.0010	0.0000	0
YMR009W	0.4000	0.0569	4853.6761	0.0010	0.0000	0
YDR516C	0.5000	0.0076	6860.5609	0.0010	0.0000	0
YJL071W	0.6667	0.1818	63.8591	0.0010	0.0000	0
YML099C	0.4000	0.0647	2096.4683	3.0000	0.3976	0
YCL043C	0.4000	0.3333	13146.0000	0.0010	0.0000	1
YDR518W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YER189W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YLR354C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YOR288C	0.6667	0.2857	17520.0000	0.0010	0.0000	0
YCL046W	0.6667	0.1397	230.0975	0.0010	0.0000	0
YGL115W	0.1758	0.0256	22742.3808	18.0000	9.9527	0
YCL051W	0.5000	0.0171	4381.7948	0.0010	0.0000	0
YMR035W	0.4000	0.0407	1408.2171	0.0010	0.0000	0
YCL052C	1.0000	0.4000	0.0000	0.0010	0.0000	1
YEL060C	0.4000	0.0678	8942.3798	0.0010	0.0000	0
YCL054W	0.4667	0.0661	2408.4191	0.0010	0.0000	1
YDL014W	0.6000	0.1868	641.9295	14.0000	1287.2201	1
YOR310C	0.8333	0.2364	110.8275	14.0000	790.9935	1
YGL036W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YMR147W	0.2857	0.0224	4286.9239	0.0010	0.0000	0
YNL196C	0.6667	0.0241	1084.1852	0.0010	0.0000	0
YCL056C	0.4000	0.1266	9111.7128	0.0010	0.0000	0
YDL157C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YNL100W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YCL058C	0.6667	0.0999	210.5102	0.0010	0.0000	0
YPL215W	0.3333	0.0524	9827.4398	0.0010	0.0000	0
YCL059C	1.0000	0.4000	0.0000	0.0010	0.0000	1
YGL201C	0.4000	0.0996	4943.0936	1.0000	0.1943	1
YHR191C	0.2285	0.0144	33198.0784	0.0010	0.0000	0
YMR078C	0.1967	0.0146	45874.3598	0.0010	0.0000	0
YOR024W	0.6667	0.0788	7.1960	0.0010	0.0000	0
YOR025W	0.3182	0.0522	11708.4433	2.0000	0.2217	0
YOR368W	0.5714	0.0225	3361.9675	2.0000	0.0040	0
YCL063W	0.2500	0.0073	16255.2716	0.0010	0.0000	0
YER150W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YJL043W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YCL067C	0.4000	0.0265	3959.5515	0.0010	0.0000	1
YMR043W	0.3333	0.0227	8675.5163	1.0000	0.0008	1
YOL006C	0.1136	0.0212	55817.5940	1.0000	0.0013	0
YCL076W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YOR209C	0.6667	0.0075	4383.0000	0.0010	0.0000	0
YCR001W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YOR241W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YCR002C	0.5833	0.0979	495.9368	17.0000	130.7420	0
YDL029W	0.1843	0.0139	69394.1793	20.0000	3.7810	1
YDL225W	0.4083	0.0424	2766.0114	19.0000	25.0251	0
YDR507C	0.5111	0.0606	1106.5763	0.0010	0.0000	0
YJR076C	0.3788	0.0919	5294.8449	19.0000	982.9342	1
YLL021W	0.1754	0.0308	11300.0711	4.0000	0.1141	0
YLR314C	0.6071	0.0754	777.0240	16.0000	62.6133	1
YCR003W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YIR039C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YCR004C	0.6667	0.4000	4383.0000	0.0010	0.0000	0
YCR005C	0.6667	0.4000	60.9922	0.0010	0.0000	0
YJL042W	0.6667	0.1087	2659.9372	0.0010	0.0000	0
YBR095C	0.6000	0.0404	203.8060	0.0010	0.0000	0
YBR255W	0.7619	0.0466	2992.6668	0.0010	0.0000	0
YCR034W	0.3333	0.0401	2878.2678	2.0000	0.0199	0
YDL117W	0.6071	0.0584	106.3155	0.0010	0.0000	0
YIL084C	0.7857	0.0456	2179.9457	0.0010	0.0000	0
YIR003W	0.7000	0.0120	3748.3145	0.0010	0.0000	0
YJL020C	0.1849	0.0212	47716.6064	0.0010	0.0000	0
YKL007W	0.2750	0.0250	10299.7544	13.0000	2.4447	0
YKL204W	0.6667	0.1066	1881.9632	0.0010	0.0000	0
YKL213C	0.3333	0.0424	6843.2783	0.0010	0.0000	0
YLR372W	0.5000	0.0646	646.0981	0.0010	0.0000	0
YMR263W	0.0789	0.0090	148081.5893	15.0000	0.2558	0
YNL097C	0.3571	0.0415	1813.3934	0.0010	0.0000	0
YPL050C	0.4286	0.0294	5151.5423	8.0000	0.8497	0
YCR011C	1.0000	0.2424	0.0000	0.0010	0.0000	0
YCR012W	0.5000	0.0493	1115.3472	0.0010	0.0000	1
YCR014C	0.6667	0.2857	4383.0000	0.0010	0.0000	0
YJL110C	0.3333	0.0079	18488.4496	0.0010	0.0000	0
YCR018C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YDR087C	0.5000	0.0216	15033.4631	2.0000	0.0132	1
YEL053C	0.5714	0.0327	963.2842	2.0000	0.0050	0
YFR037C	0.2444	0.0209	26351.5752	14.0000	3.3822	1
YCR021C	0.5000	0.0200	5124.3343	0.0010	0.0000	0
YJL068C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YCR022C	1.0000	0.0667	0.0000	0.0010	0.0000	0
YCR023C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YMR075C-A	0.6667	0.1895	4383.0000	0.0010	0.0000	0
YCR027C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YCR028C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YMR020W	0.4000	0.1011	5787.6641	0.0010	0.0000	0
YCR028C-A	1.0000	0.5000	0.0000	0.0010	0.0000	0
YJR126C	0.6667	0.0243	527.3013	0.0010	0.0000	0
YMR132C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YCR031C	0.6667	0.0647	836.1869	8.0000	5.0137	0
YJL191W	0.6667	0.1930	128.2521	8.0000	60.7176	0
YMR202W	0.4000	0.0095	4282.9962	0.0010	0.0000	0
YCR035C	0.5714	0.0149	16559.7346	24.0000	6.3998	1
YDL111C	0.7333	0.1634	1697.5512	27.0000	17466.6617	1
YHR069C	0.7333	0.2308	4383.0000	24.0000	126013.8358	1
YOL021C	0.7333	0.1159	2186.9662	24.0000	4006.2754	1
YCR036W	1.0000	0.1750	0.0000	0.0010	0.0000	0
YGL153W	0.1750	0.0244	23368.3037	2.0000	0.0115	0
YDR532C	0.3333	0.0220	6423.8604	0.0010	0.0000	1
YHR119W	0.5000	0.0160	2872.4238	0.0010	0.0000	0
YCR039C	0.5000	0.0665	1259.6770	0.0010	0.0000	1
YDR224C	0.6667	0.3333	148.0895	0.0010	0.0000	1
YCR041W	0.3333	0.0090	11874.7427	0.0010	0.0000	0
YJL031C	0.6667	0.2857	4383.0000	3.0000	525.7409	1
YCR042C	1.0000	0.1921	0.0000	8.0000	0.0000	1
YDR182W	0.6667	0.1594	69.3620	0.0010	0.0000	1
YCR045C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YOR348C	0.4000	0.1818	5299.4540	0.0010	0.0000	0
YCR046C	0.6667	0.0501	216.5844	0.0010	0.0000	0
YDL049C	0.0522	0.0330	89105.9219	0.0010	0.0000	0
YCR047C	0.6667	0.2857	432.3551	0.0010	0.0000	0
YNL282W	0.6667	0.0246	4157.1514	0.0010	0.0000	1
YCR048W	0.6667	0.1818	1862.6283	0.0010	0.0000	0
YCL026C-A	0.3333	0.0097	15242.2584	0.0010	0.0000	0
YNR019W	0.6667	0.2500	8764.0000	0.0010	0.0000	0
YCR050C	1.0000	0.0667	0.0000	0.0010	0.0000	0
YCR052W	0.4000	0.0998	1071.4713	6.0000	9.1917	1
YLR321C	0.2667	0.0201	11297.5324	9.0000	0.3615	1
YNL202W	0.5000	0.0276	1029.5572	0.0010	0.0000	0
YOR232W	0.2444	0.0187	13836.6377	3.0000	0.0112	1
YCR053W	1.0000	0.1538	0.0000	0.0010	0.0000	0
YLR208W	0.1538	0.0486	23526.8065	10.0000	20.2280	1
YCR057C	0.5000	0.0307	5176.6531	0.0010	0.0000	1
YGR154C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YCR059C	0.5000	0.0075	8765.0000	0.0010	0.0000	0
YDR400W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YJL160C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YCR060W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YHR034C	0.4000	0.0350	26369.3354	1.0000	0.0159	0
YCR063W	1.0000	0.5000	0.0000	0.0010	0.0000	0
YDR408C	0.5000	0.0249	5209.7226	0.0010	0.0000	0
YGL058W	0.4000	0.1558	4687.5045	2.0000	8.8482	0
YPL218W	0.3056	0.0651	3438.9761	9.0000	13.7829	1
YCR068W	1.0000	0.3636	0.0000	0.0010	0.0000	0
YCR073C	0.5000	0.0817	1114.6708	0.0010	0.0000	0
YLR006C	0.5000	0.0561	1315.6176	0.0010	0.0000	0
YCR073W-A	0.6667	0.2857	4383.0000	0.0010	0.0000	0
YKL205W	0.3333	0.0839	16245.9176	2.0000	2.1437	1
YNR034W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YCR075C	1.0000	0.3810	0.0000	0.0010	0.0000	0
YDR414C	0.3810	0.0395	5205.9901	0.0010	0.0000	0
YDR141C	1.0000	0.1417	0.0000	0.0010	0.0000	1
YER115C	0.5000	0.0422	2649.2749	0.0010	0.0000	0
YGL143C	0.6667	0.1108	229.5817	0.0010	0.0000	0
YMR002W	0.5000	0.0898	485.7535	0.0010	0.0000	0
YMR288W	1.0000	0.1417	0.0000	1.0000	0.0000	1
YNL088W	0.3333	0.0559	24979.7105	0.0010	0.0000	1
YNR027W	1.0000	0.1417	0.0000	0.0010	0.0000	0
YNR053C	0.3929	0.0281	5383.7726	0.0010	0.0000	1
YCR079W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YMR277W	1.0000	1.0000	0.0000	0.0010	0.0000	1
YCR081W	0.5000	0.0359	889.2124	1.0000	0.0007	0
YCR082W	0.4286	0.0269	7771.8358	0.0010	0.0000	0
YGR161C-C	0.6667	0.1810	115.0240	0.0010	0.0000	0
YOR023C	0.4000	0.0392	10299.8637	0.0010	0.0000	0
YDR061W	0.6667	0.1000	59.6892	0.0010	0.0000	0
YDR439W	0.6667	0.0085	1476.3521	3.0000	0.0001	0
YFL008W	0.2213	0.0429	13119.1969	12.0000	17.0477	1
YGL175C	0.4286	0.0235	4184.2129	0.0010	0.0000	0
YGR155W	0.5000	0.0190	4984.3515	0.0010	0.0000	1
YKL077W	1.0000	0.1355	0.0000	0.0010	0.0000	0
YML095C	0.4000	0.0869	4371.6916	4.0000	6.3968	0
YOL020W	0.4000	0.0473	2179.0916	0.0010	0.0000	0
YOR264W	0.0985	0.0295	84631.5033	0.0010	0.0000	0
YOR281C	0.6667	0.0223	471.2932	0.0010	0.0000	1
YCR087C-A	0.4000	0.0073	8622.7753	0.0010	0.0000	0
YCR087W	0.6667	0.0349	376.9223	0.0010	0.0000	0
YIL095W	0.7500	0.0512	177.8955	0.0010	0.0000	0
YNL020C	0.4000	0.0614	472.5601	0.0010	0.0000	1
YCR092C	1.0000	0.3611	0.0000	12.0000	0.0000	0
YMR167W	0.4286	0.0548	16511.6083	15.0000	214.9587	0
YNL082W	0.9000	0.3611	0.3333	15.0000	17.2170	0
YOL090W	0.6667	0.2727	2193.1420	16.0000	33132.1580	0
YCR093W	0.7000	0.3571	187.6944	21.0000	19795.8950	1
YDR376W	0.6667	0.4286	140.2019	0.0010	0.0000	1
YER068W	1.0000	0.4286	0.0000	21.0000	0.0000	0
YIL038C	0.7000	0.1417	12061.2570	21.0000	31523.3861	0
YPR072W	0.7000	0.2667	499.1347	21.0000	16362.4609	0
YCR095C	0.4000	0.0299	5074.7235	2.0000	0.0130	0
YHL029C	0.5000	0.0702	2406.9757	1.0000	0.0293	0
YNL099C	0.3333	0.0917	6848.6169	3.0000	4.3496	0
YPL027W	1.0000	0.4000	0.0000	0.0010	0.0000	0
YGR203W	0.6667	0.0526	538.2663	0.0010	0.0000	0
YGR205W	0.4000	0.0210	5983.9535	0.0010	0.0000	0
YGR262C	0.6667	0.0074	2412.6958	0.0010	0.0000	0
YHR148W	0.5000	0.1474	970.5922	2.0000	1.8311	1
YIL059C	0.6667	0.0159	1043.5562	0.0010	0.0000	0
YCR100C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YIL110W	0.4000	0.0112	9674.2643	0.0010	0.0000	0
YCR101C	1.0000	0.0645	0.0000	0.0010	0.0000	0
YCR106W	0.5000	0.1474	13035.9305	0.0010	0.0000	0
YBL080C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YJL096W	0.5000	0.2222	8822.9274	0.0010	0.0000	0
YCR107W	0.5000	0.0725	2664.3709	0.0010	0.0000	0
YOR114W	0.5000	0.0059	7313.1829	0.0010	0.0000	0
YDL001W	0.3333	0.0498	5846.5881	0.0010	0.0000	0
YDL133W	0.5000	0.0716	811.1303	0.0010	0.0000	0
YMR079W	1.0000	0.3333	0.0000	0.0010	0.0000	1
YER092W	0.5333	0.0263	2693.0404	0.0010	0.0000	0
YGL150C	0.6667	0.1345	90.9702	2.0000	0.1588	1
YDL003W	0.5033	0.0280	3404.4803	8.0000	0.5413	1
YDR254W	0.4891	0.0303	10782.5459	34.0000	173.9241	0
YDR318W	0.0921	0.0142	168011.1569	37.0000	32.1075	0
YGL250W	0.2222	0.0171	25932.6145	0.0010	0.0000	0
YJL074C	0.2206	0.0799	8792.1823	12.0000	136.6699	1
YJR135C	0.7500	0.0323	1454.6596	25.0000	18.4906	1
YLR381W	0.7516	0.0318	2056.4881	24.0000	21.8659	0
YPL017C	0.9111	0.0387	7.1166	0.0010	0.0000	0
YPR046W	0.4506	0.0195	25166.3720	24.0000	22.6314	0
YDL230W	0.6667	0.0084	2111.7498	0.0010	0.0000	0
YIL147C	0.8333	0.2294	202.7050	0.0010	0.0000	1
YOR208W	0.5333	0.1867	1355.4145	0.0010	0.0000	0
YLR102C	0.5385	0.0700	6084.6138	36.0000	3662.0960	0
YDL011C	0.6667	0.2500	214.4031	0.0010	0.0000	0
YEL023C	0.4000	0.0339	5892.4958	0.0010	0.0000	0
YDL012C	0.2500	0.0870	13685.4803	0.0010	0.0000	0
YDR151C	1.0000	0.2500	0.0000	0.0010	0.0000	1
YFR047C	0.5000	0.0157	6021.5977	0.0010	0.0000	0
YHR032W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YHR140W	0.6667	0.0158	3070.6622	0.0010	0.0000	0
YIL172C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YJL065C	0.5000	0.0200	5840.1004	0.0010	0.0000	0
YOR355W	0.1667	0.0504	19342.2225	0.0010	0.0000	0
YER116C	0.5714	0.0304	5349.4101	2.0000	0.0208	0
YLR443W	0.6667	0.0774	110.8448	0.0010	0.0000	0
YLR197W	0.4000	0.1646	8384.6914	14.0000	6760.9986	1
YPL043W	0.4000	0.0998	2070.6809	0.0010	0.0000	1
YDL151C	0.6667	0.0499	53.4393	0.0010	0.0000	0
YFR057W	1.0000	0.0667	0.0000	0.0010	0.0000	0
YGL019W	0.3818	0.0256	7115.0363	9.0000	0.8565	0
YGR099W	0.6667	0.0180	4379.2455	0.0010	0.0000	1
YHR154W	0.2614	0.0376	8032.4487	0.0010	0.0000	0
YIL035C	0.7619	0.0468	974.0537	9.0000	2.5866	0
YJL062W	0.0952	0.0447	25853.8137	0.0010	0.0000	0
YJL088W	1.0000	0.0667	0.0000	0.0010	0.0000	0
YJL138C	0.5333	0.0237	4243.3914	11.0000	0.9525	0
YJR053W	0.4857	0.0198	9267.2245	0.0010	0.0000	0
YJR070C	0.1648	0.0201	30029.9421	0.0010	0.0000	0
YKL039W	1.0000	0.0667	0.0000	0.0010	0.0000	0
YKL056C	0.4000	0.0567	6097.9694	0.0010	0.0000	0
YKR059W	0.4643	0.0538	4169.5741	22.0000	172.0696	0
YLR288C	0.0291	0.0130	356714.0881	3.0000	0.0081	0
YLR350W	0.4000	0.0285	2726.1635	0.0010	0.0000	0
YLR435W	0.3333	0.0528	11724.8098	0.0010	0.0000	0
YMR100W	1.0000	0.0667	0.0000	0.0010	0.0000	0
YNR048W	0.6667	0.0078	3984.9372	0.0010	0.0000	0
YOL081W	0.4286	0.0386	3618.1251	0.0010	0.0000	0
YOR006C	0.6667	0.0630	363.7696	0.0010	0.0000	0
YOR027W	0.6000	0.0533	1076.9063	0.0010	0.0000	0
YOR039W	0.3182	0.0174	15593.7326	9.0000	0.3320	0
YOR360C	0.3333	0.0265	2145.2517	0.0010	0.0000	0
YIL075C	0.6667	0.1930	4383.0000	11.0000	5394.2316	1
YDL023C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YDL024C	1.0000	0.1923	0.0000	0.0010	0.0000	0
